FROM,TO,TIME,AIRLINE
PVG,LAX,22:40,AFL
HND,AMS,21:25,MAS
CDG,FCO,17:45,MAS
DXB,FCO,07:40,AZA
SIN,AMS,00:25,UAL
HND,FCO,19:45,WZZ
ZRH,FRA,18:30,ANA
MAD,ZRH,09:20,AEE
MAD,DFW,23:55,SWR
ZRH,FCO,15:50,BAW
ZRH,CPT,07:35,AFL
PEK,NRT,22:45,FIN
HND,AMS,03:35,MAS
JFK,AMS,06:20,DLH
LAX,NRT,04:30,AEE
CPT,DXB,16:10,AEE
DXB,PEK,07:40,AFR
ORD,PVG,05:50,DLH
PVG,ORD,02:00,SWR
FRA,ZRH,20:20,AAL
MAD,FRA,05:05,SWR
DFW,CPT,16:05,AEE
FCO,NRT,16:00,AAL
PVG,MAD,18:55,MAS
NRT,LAX,20:15,FIN
ZRH,PVG,20:10,ANA
ATL,CPT,02:55,AEE
FCO,PEK,20:35,KLM
ATL,NRT,11:35,LOT
JFK,MAD,08:05,UAL
CPT,ATL,14:35,WZZ
AMS,DFW,18:30,MAS
AMS,CDG,10:10,SWR
JFK,HND,06:10,ANA
LHR,PEK,06:30,FIN
FCO,CPT,22:55,AFL
PVG,FRA,08:25,AAL
AMS,HND,19:50,KLM
JFK,HND,04:50,SWR
ORD,FRA,19:20,AEE
AMS,HND,05:40,FIN
MAD,CDG,23:25,AFR
FRA,JFK,10:05,AEE
HND,FCO,06:25,SWR
DFW,FRA,10:05,AFL
ATL,SIN,13:10,MAS
CDG,FCO,18:20,ANA
MXP,DXB,22:50,AFL
MAD,NRT,09:45,AEE
MAD,HND,15:55,AEE
LAX,MXP,18:25,UAL
FRA,PEK,09:00,ANA
ZRH,PEK,12:25,AFL
PVG,FCO,03:40,UAL
MAD,JFK,00:20,UAL
SIN,MAD,16:50,AFL
LHR,MXP,11:55,BAW
FRA,DFW,17:40,FIN
PVG,LAX,13:00,DLH
FCO,DFW,07:20,BAW
HND,AMS,08:55,UAL
MAD,HND,23:20,WZZ
ORD,CDG,11:30,FIN
NRT,ORD,14:05,RYR
CDG,HND,17:55,IBE
HND,FCO,16:20,KLM
SIN,PEK,07:00,LOT
PEK,FCO,05:45,WZZ
FCO,SIN,19:00,IBE
FCO,ATL,05:25,IBE
ORD,MXP,11:45,KLM
SIN,MAD,16:05,FIN
HND,FRA,12:00,WZZ
SIN,LAX,09:35,SWR
HND,LAX,12:15,UAL
LAX,PEK,14:10,RYR
ORD,PVG,08:30,AEE
HND,FRA,09:30,UAL
ATL,JFK,21:05,AFR
HND,NRT,00:00,IBE
FRA,CPT,14:55,ANA
CDG,PEK,00:55,FIN
FRA,HND,05:20,KLM
SIN,NRT,19:20,IBE
DXB,FCO,03:05,AAL
CPT,SIN,03:10,AFR
PEK,DXB,16:40,AAL
LHR,HND,14:40,FIN
NRT,LHR,16:15,WZZ
FRA,LAX,23:45,BAW
FRA,AMS,06:55,KLM
ATL,LAX,18:15,RYR
ORD,DXB,13:15,SWR
LAX,CDG,07:00,UAL
MAD,LAX,18:10,AZA
NRT,JFK,10:45,IBE
LHR,NRT,08:10,UAL
LHR,DFW,17:30,FIN
PVG,ORD,07:50,WZZ
CDG,ZRH,10:00,WZZ
CDG,PVG,12:45,WZZ
ORD,MXP,06:15,AFL
SIN,ATL,16:50,UAL
PEK,ZRH,16:10,UAL
CPT,DFW,07:45,AFR
AMS,CDG,21:20,FIN
PVG,AMS,12:50,LOT
PEK,SIN,06:05,IBE
ORD,PVG,00:30,AFL
LAX,CPT,15:30,AEE
DXB,ZRH,13:00,UAL
SIN,LHR,08:20,DLH
PVG,MAD,15:50,LOT
AMS,MAD,02:55,AZA
NRT,FRA,20:10,FIN
JFK,ATL,18:15,ANA
MXP,HND,22:10,FIN
CDG,SIN,04:25,MAS
LHR,DFW,08:35,UAL
PVG,MAD,08:25,IBE
DXB,SIN,21:15,RYR
ORD,HND,00:10,WZZ
ZRH,DXB,13:45,AEE
DFW,LHR,04:45,LOT
NRT,PEK,21:15,SWR
AMS,JFK,03:25,LOT
LAX,PVG,02:10,AEE
DFW,AMS,05:45,AZA
CPT,FCO,08:55,RYR
CDG,ATL,16:35,KLM
FCO,CPT,02:20,AAL
ORD,MXP,08:45,AFL
FCO,CDG,05:10,AAL
HND,PVG,10:15,AZA
NRT,DXB,19:15,MAS
FCO,LHR,09:55,RYR
SIN,HND,06:40,ANA
CDG,LHR,14:25,AZA
MAD,ATL,19:50,SWR
DFW,JFK,09:40,IBE
ZRH,PEK,01:35,MAS
CPT,DXB,02:10,BAW
ORD,JFK,07:05,FIN
ZRH,CPT,12:35,UAL
PEK,SIN,20:05,UAL
PVG,LAX,20:20,SWR
NRT,MAD,22:05,FIN
ZRH,FRA,17:10,DLH
FCO,AMS,08:35,AZA
PVG,ATL,09:10,AAL
HND,NRT,15:40,SWR
ATL,MXP,13:25,RYR
DXB,MAD,00:40,AZA
CDG,CPT,00:40,WZZ
ZRH,AMS,07:00,KLM
DXB,JFK,14:20,AFR
MXP,JFK,03:15,IBE
JFK,HND,13:10,MAS
SIN,JFK,05:55,IBE
MAD,ZRH,15:00,LOT
CDG,LHR,02:50,IBE
CDG,PVG,09:35,AAL
MXP,ORD,04:00,ANA
MAD,LHR,19:55,AAL
LAX,HND,23:45,AFL
ATL,HND,21:05,MAS
CDG,SIN,14:45,AFR
SIN,ZRH,11:50,BAW
DXB,AMS,11:25,LOT
FCO,DXB,14:05,AFL
CDG,SIN,12:30,AAL
DFW,FCO,14:35,UAL
JFK,PVG,16:35,ANA
AMS,PVG,20:20,WZZ
DXB,PEK,10:10,BAW
FCO,HND,06:35,AFL
CPT,ORD,17:45,DLH
LAX,ORD,07:55,SWR
LAX,ZRH,18:10,AFR
FRA,AMS,05:40,AEE
LAX,DXB,06:05,MAS
DFW,ZRH,23:00,SWR
DFW,DXB,18:25,SWR
CPT,CDG,03:00,KLM
CPT,NRT,15:30,LOT
MXP,PVG,01:00,RYR
PVG,MAD,00:20,FIN
JFK,SIN,07:55,AEE
SIN,DFW,23:50,ANA
JFK,LHR,22:20,AZA
MAD,ORD,10:25,FIN
MXP,FRA,18:35,SWR
LAX,ZRH,19:40,AEE
ATL,JFK,22:35,AEE
AMS,LHR,10:15,FIN
LAX,MXP,04:05,DLH
ZRH,AMS,08:30,AZA
PEK,ZRH,01:40,AFR
ZRH,LAX,17:45,SWR
ZRH,MXP,05:10,AAL
SIN,LHR,15:00,MAS
ZRH,DXB,12:30,ANA
MXP,NRT,01:40,ANA
CDG,LAX,05:05,ANA
ATL,MAD,08:50,MAS
LHR,LAX,02:30,RYR
DFW,LHR,11:30,LOT
PEK,FRA,00:20,IBE
AMS,NRT,21:10,RYR
JFK,NRT,07:10,DLH
PEK,FCO,14:35,LOT
JFK,HND,00:55,KLM
AMS,LHR,14:00,AZA
JFK,DFW,16:25,LOT
ORD,MAD,12:35,BAW
LAX,PEK,11:05,IBE
DFW,MAD,00:55,FIN
NRT,HND,16:15,AFL
FRA,CPT,22:35,DLH
DFW,MXP,10:45,IBE
NRT,ZRH,03:50,KLM
CDG,MAD,17:30,AFR
CPT,MAD,10:45,AFL
MAD,NRT,17:55,AFL
MAD,LAX,15:15,AFL
CDG,ZRH,08:40,WZZ
HND,CPT,11:45,AZA
FCO,CPT,01:30,AEE
ZRH,CDG,06:35,SWR
MXP,LHR,05:40,MAS
LAX,PVG,01:40,AFR
CPT,FRA,18:35,KLM
FCO,SIN,18:50,RYR
AMS,HND,20:05,UAL
PEK,FRA,21:30,SWR
HND,PEK,03:40,KLM
PVG,HND,12:00,KLM
SIN,JFK,12:55,RYR
DXB,LAX,06:20,SWR
LHR,CPT,17:25,AFL
ORD,SIN,09:10,AFL
NRT,SIN,15:05,FIN
FCO,SIN,04:15,ANA
PEK,AMS,01:00,UAL
JFK,DFW,13:15,RYR
DXB,FRA,07:15,AEE
CDG,DXB,01:15,IBE
ZRH,LHR,03:35,SWR
FRA,ORD,15:50,RYR
MAD,NRT,07:00,IBE
JFK,LHR,13:05,UAL
NRT,MAD,18:45,SWR
ZRH,DXB,11:15,AFR
SIN,MAD,17:00,SWR
AMS,ORD,00:05,FIN
JFK,NRT,22:20,KLM
NRT,FCO,05:55,LOT
DFW,JFK,20:15,DLH
FCO,NRT,08:10,AAL
AMS,DFW,08:30,FIN
MXP,DFW,08:35,SWR
DFW,MAD,15:55,KLM
PEK,FCO,02:30,SWR
AMS,DXB,21:35,RYR
MAD,JFK,07:25,MAS
MAD,ZRH,21:25,WZZ
JFK,CPT,22:15,MAS
LHR,MXP,07:00,WZZ
MAD,CDG,01:20,LOT
MAD,DXB,15:30,DLH
AMS,FRA,06:10,KLM
MAD,NRT,00:00,AFR
MAD,JFK,14:45,IBE
PVG,JFK,22:15,LOT
LAX,MAD,09:10,FIN
ATL,PVG,22:20,DLH
MXP,ORD,17:10,FIN
ZRH,ATL,05:45,MAS
ZRH,ATL,03:50,ANA
CDG,LAX,11:20,ANA
ZRH,PEK,03:35,UAL
MAD,CPT,23:40,AZA
ZRH,PEK,22:50,AFL
LHR,FRA,01:45,UAL
FCO,DXB,18:45,AZA
ZRH,CPT,11:35,FIN
FCO,AMS,13:05,AZA
AMS,DXB,02:45,AFL
PVG,CDG,13:10,AFR
LHR,JFK,03:25,FIN
JFK,MXP,07:15,DLH
FCO,JFK,15:40,RYR
MXP,MAD,09:05,FIN
DFW,NRT,05:45,LOT
PVG,CDG,18:20,KLM
PEK,CDG,11:05,IBE
FCO,CDG,19:50,AFR
PVG,HND,20:20,AZA
JFK,AMS,00:30,KLM
DFW,AMS,17:00,SWR
JFK,CPT,09:35,AFL
FCO,ORD,11:25,KLM
CPT,ORD,06:05,AFR
HND,DXB,02:20,KLM
PEK,FCO,09:40,AZA
DFW,CPT,03:10,AFR
PEK,FCO,05:00,AEE
CDG,LHR,09:45,KLM
FRA,DFW,19:10,LOT
DFW,ZRH,12:45,LOT
FRA,LAX,01:25,KLM
FCO,FRA,23:30,MAS
NRT,AMS,18:30,AFL
ATL,HND,08:20,AZA
AMS,HND,13:00,UAL
DFW,CDG,14:20,UAL
HND,JFK,04:30,IBE
MXP,NRT,08:45,AAL
LHR,FRA,12:30,UAL
ZRH,PVG,13:55,IBE
ZRH,ORD,15:35,MAS
FRA,FCO,21:20,UAL
ORD,SIN,19:30,AAL
FRA,CPT,00:45,SWR
MAD,PVG,15:40,AZA
ORD,ATL,21:45,AFL
NRT,DFW,03:35,LOT
JFK,PVG,14:20,AAL
SIN,ORD,22:05,SWR
PEK,LAX,15:20,AEE
MAD,CDG,05:20,AFR
LHR,DXB,16:50,AAL
ORD,SIN,07:50,LOT
ATL,ORD,00:45,AFR
ATL,JFK,09:25,RYR
ATL,HND,06:45,AFR
LAX,AMS,09:40,DLH
ZRH,CPT,08:05,BAW
SIN,LAX,03:55,IBE
AMS,ZRH,06:35,SWR
JFK,ZRH,11:55,ANA
FRA,CDG,00:00,LOT
MAD,SIN,18:35,SWR
ORD,FCO,02:30,RYR
LAX,PEK,21:50,AFL
MAD,FCO,07:55,ANA
ZRH,ATL,17:00,IBE
FRA,ORD,06:15,KLM
ORD,MAD,17:55,RYR
ORD,CDG,09:00,SWR
PEK,AMS,12:40,SWR
NRT,DFW,20:05,RYR
DFW,LAX,03:35,KLM
ORD,LHR,08:10,FIN
PVG,DXB,20:50,MAS
NRT,ORD,19:30,ANA
MXP,CDG,18:55,BAW
PVG,ATL,03:40,AAL
CDG,ORD,15:55,IBE
CPT,NRT,06:35,LOT
DXB,CDG,10:35,AAL
ATL,AMS,17:30,BAW
ZRH,LHR,00:45,AZA
AMS,PVG,18:25,KLM
MAD,FRA,12:25,LOT
AMS,HND,13:20,SWR
ATL,DXB,01:30,AFR
LHR,HND,10:00,AFR
PVG,SIN,11:55,WZZ
AMS,DFW,17:25,MAS
LHR,MAD,17:10,DLH
PEK,PVG,13:35,ANA
DFW,FRA,20:45,BAW
MXP,ZRH,03:00,AAL
ATL,ZRH,09:55,BAW
LAX,DFW,14:30,DLH
FCO,ZRH,12:10,RYR
MAD,SIN,07:15,AFR
PVG,CDG,19:50,AFR
PEK,HND,16:35,RYR
LHR,ZRH,09:30,IBE
MAD,JFK,18:20,AFL
ZRH,FRA,18:20,AFR
PEK,ZRH,21:10,AZA
ATL,DXB,19:50,DLH
NRT,MXP,08:45,AFR
LAX,CPT,17:10,BAW
DXB,DFW,15:15,ANA
DXB,PVG,02:30,MAS
ORD,DFW,03:20,AEE
PVG,HND,15:05,UAL
FCO,ATL,04:45,SWR
FRA,HND,16:55,UAL
NRT,CPT,13:40,AAL
HND,PEK,14:25,FIN
DXB,LAX,17:25,AZA
SIN,LAX,19:05,SWR
PEK,MXP,08:10,ANA
NRT,ORD,21:05,AFL
DFW,CPT,22:55,DLH
MXP,MAD,04:45,MAS
DXB,ORD,11:45,AFR
PVG,LHR,09:10,AZA
JFK,SIN,03:25,UAL
MAD,DXB,03:45,AAL
LAX,PEK,23:15,AEE
ATL,HND,21:00,AFL
MXP,LAX,05:20,LOT
JFK,LHR,22:55,LOT
JFK,ATL,07:55,MAS
AMS,DFW,00:20,AFR
PEK,ATL,07:45,FIN
CPT,AMS,13:05,DLH
PEK,FRA,15:45,FIN
DFW,JFK,21:25,AFL
DXB,SIN,00:30,ANA
DFW,LHR,10:55,SWR
PEK,DFW,07:25,BAW
AMS,ATL,04:10,IBE
ORD,MAD,05:00,AFL
NRT,AMS,15:00,AZA
FRA,MXP,10:35,DLH
ATL,MAD,19:40,MAS
CDG,DFW,04:35,FIN
CPT,NRT,10:10,BAW
JFK,DFW,06:20,RYR
PVG,MAD,00:25,UAL
FCO,NRT,20:20,DLH
ATL,CPT,23:15,ANA
DXB,SIN,23:55,WZZ
LHR,DFW,21:15,ANA
CDG,HND,21:00,MAS
FCO,CPT,14:35,RYR
SIN,MXP,13:50,UAL
SIN,ATL,12:50,DLH
HND,DFW,03:30,AEE
PEK,CDG,09:20,AZA
JFK,DXB,01:00,KLM
DXB,LAX,14:35,BAW
HND,LAX,02:45,FIN
CPT,MXP,22:10,SWR
ORD,ZRH,09:05,ANA
CDG,ATL,13:10,FIN
FCO,LAX,21:40,SWR
PVG,PEK,08:30,MAS
ORD,FRA,05:20,IBE
ORD,LAX,16:35,FIN
DXB,ZRH,12:45,KLM
DFW,AMS,07:35,MAS
LHR,ORD,05:20,KLM
PEK,LAX,02:30,MAS
CPT,PEK,16:40,UAL
FRA,LAX,14:00,IBE
AMS,PEK,16:55,UAL
PVG,LHR,17:55,LOT
PEK,HND,18:45,SWR
DFW,HND,05:05,FIN
DFW,ZRH,16:05,FIN
CDG,SIN,05:55,KLM
CDG,FCO,05:05,ANA
DXB,ZRH,03:40,AZA
CPT,LHR,23:00,RYR
HND,ATL,03:55,WZZ
JFK,AMS,06:20,FIN
PVG,AMS,23:40,MAS
PVG,LAX,03:10,DLH
ATL,MXP,01:40,FIN
NRT,ZRH,04:50,BAW
NRT,LHR,04:50,LOT
DXB,MAD,07:55,MAS
PEK,ATL,07:05,AFL
NRT,ZRH,16:15,IBE
CPT,MXP,07:20,ANA
HND,ORD,17:50,AAL
DFW,PEK,15:50,WZZ
ZRH,JFK,22:00,AFR
CDG,ZRH,14:50,DLH
LAX,ORD,20:00,BAW
ORD,HND,20:35,AZA
CPT,ATL,19:00,BAW
JFK,HND,08:25,ANA
ATL,CPT,01:45,DLH
CDG,DXB,05:00,AAL
MAD,NRT,03:40,AAL
CDG,ORD,21:05,WZZ
FRA,MXP,16:20,KLM
JFK,MXP,02:00,AZA
LAX,PEK,02:10,KLM
HND,LAX,23:40,BAW
MXP,LHR,11:45,LOT
MAD,ZRH,23:50,FIN
SIN,CPT,13:20,LOT
LAX,PEK,11:25,IBE
AMS,DXB,16:15,LOT
FCO,MXP,10:05,MAS
LHR,HND,17:05,KLM
FRA,JFK,10:45,ANA
ATL,FRA,18:40,AAL
LAX,FCO,12:35,KLM
SIN,NRT,22:35,IBE
PEK,DXB,18:55,ANA
CPT,LHR,06:30,UAL
DFW,LHR,17:20,AEE
FRA,JFK,05:25,UAL
LHR,FCO,18:05,SWR
PEK,ATL,21:25,ANA
MXP,CPT,08:00,AFL
DXB,ZRH,05:50,LOT
PVG,NRT,02:00,AEE
MAD,SIN,04:45,AFR
FCO,DFW,11:35,RYR
CDG,FCO,16:30,WZZ
ZRH,LAX,11:45,AZA
PVG,HND,18:35,AFL
MAD,DXB,08:30,SWR
HND,DXB,16:50,RYR
LAX,CPT,15:10,KLM
NRT,SIN,02:40,FIN
MXP,ORD,21:10,LOT
ZRH,ORD,21:15,AAL
LAX,DXB,16:35,MAS
NRT,JFK,17:40,SWR
DFW,NRT,18:55,UAL
LHR,DXB,05:30,UAL
CPT,LHR,06:50,RYR
FCO,CPT,01:50,FIN
LAX,ZRH,23:55,AEE
DFW,SIN,12:30,AEE
MXP,DFW,09:10,AFR
FRA,CDG,08:15,ANA
FCO,DFW,00:20,DLH
PEK,CDG,18:05,AEE
ATL,ZRH,00:20,AFL
MXP,FRA,16:05,DLH
MXP,FRA,20:15,DLH
HND,FRA,05:15,IBE
ATL,AMS,09:25,FIN
FRA,CDG,00:55,ANA
NRT,FCO,21:10,WZZ
FCO,FRA,00:55,AEE
MAD,JFK,17:35,FIN
MAD,LAX,09:35,KLM
DXB,JFK,21:55,AAL
HND,MXP,07:50,DLH
JFK,DFW,14:20,MAS
DFW,MAD,10:05,AZA
MAD,DXB,22:20,FIN
JFK,FRA,18:55,AAL
MXP,LHR,02:45,AFL
ORD,CPT,21:55,BAW
ORD,DFW,04:35,KLM
LHR,AMS,11:55,AFR
FRA,MAD,13:10,DLH
HND,FRA,17:25,AAL
PVG,DXB,20:20,FIN
AMS,PEK,13:50,AAL
MXP,FRA,18:50,ANA
FCO,PVG,22:15,AZA
PEK,MAD,19:45,ANA
DXB,PVG,08:30,MAS
LHR,FCO,12:00,KLM
FRA,LHR,17:50,DLH
CDG,PVG,08:30,LOT
ATL,LHR,11:35,BAW
AMS,CDG,11:35,DLH
MAD,FRA,01:15,ANA
FRA,HND,09:05,BAW
PEK,JFK,13:25,WZZ
NRT,MAD,02:50,AFR
MXP,MAD,21:45,WZZ
NRT,ORD,03:55,MAS
HND,MAD,17:40,BAW
AMS,SIN,08:00,AZA
FRA,AMS,19:45,ANA
FCO,LAX,07:30,KLM
FCO,LHR,08:20,AEE
AMS,PVG,05:35,WZZ
MXP,CDG,20:30,WZZ
PEK,CDG,16:15,WZZ
FCO,HND,22:20,MAS
ATL,FCO,06:20,AEE
ZRH,CPT,12:15,AFL
ORD,FRA,16:30,SWR
NRT,DFW,06:20,UAL
DXB,PEK,11:45,KLM
PVG,LHR,01:25,AFL
HND,DFW,12:45,WZZ
AMS,HND,04:40,MAS
FRA,DFW,06:00,IBE
LAX,LHR,04:20,ANA
FCO,PEK,14:35,KLM
SIN,CDG,14:35,IBE
LHR,NRT,23:50,FIN
ATL,LAX,15:45,AZA
JFK,PVG,09:10,WZZ
PEK,CPT,12:40,UAL
DFW,MAD,19:20,BAW
MAD,ATL,09:30,MAS
MXP,FCO,11:55,ANA
DFW,DXB,22:05,LOT
DFW,ZRH,10:10,ANA
ORD,PEK,13:45,AEE
CPT,MXP,03:25,UAL
DXB,LHR,05:35,KLM
ATL,HND,01:05,AFR
ZRH,JFK,00:25,FIN
ORD,FRA,08:10,LOT
CPT,MAD,14:40,KLM
PEK,ORD,22:20,AAL
ATL,DXB,22:25,WZZ
ATL,MXP,23:05,AFL
LAX,JFK,01:00,AZA
AMS,ZRH,09:45,ANA
ZRH,CPT,05:05,FIN
MAD,LAX,00:45,SWR
CPT,FRA,05:05,AFL
FRA,MXP,18:00,SWR
ZRH,JFK,22:20,SWR
DFW,AMS,14:10,RYR
FCO,ZRH,16:05,AFL
MXP,LHR,16:35,AAL
PVG,PEK,17:00,DLH
DXB,AMS,10:50,AEE
JFK,CPT,18:10,FIN
JFK,NRT,14:30,DLH
DXB,LHR,17:55,MAS
JFK,SIN,19:35,LOT
MAD,JFK,18:00,AAL
ATL,HND,13:15,AEE
MXP,ZRH,02:40,ANA
LAX,PVG,17:40,AFR
DXB,NRT,02:35,RYR
LAX,FRA,21:10,FIN
LHR,FRA,17:25,AFR
SIN,CDG,05:45,SWR
ATL,FCO,08:50,ANA
CDG,FRA,11:55,LOT
HND,ORD,16:10,AFR
CDG,MAD,09:45,UAL
LHR,JFK,21:50,ANA
ATL,FRA,08:55,AZA
FCO,DFW,08:25,AFR
ATL,LAX,18:25,AFL
AMS,CDG,12:00,RYR
LAX,FRA,10:40,BAW
CDG,JFK,17:10,DLH
HND,NRT,01:30,MAS
SIN,FCO,11:10,FIN
NRT,FCO,23:15,RYR
AMS,PEK,09:45,SWR
DFW,LHR,05:10,MAS
ORD,LAX,00:20,DLH
ZRH,MXP,13:30,SWR
LAX,SIN,14:05,AEE
LAX,PVG,04:55,BAW
JFK,CPT,22:25,AEE
LAX,AMS,17:55,ANA
ZRH,SIN,23:25,AAL
PEK,CPT,21:25,FIN
ATL,ORD,05:40,AZA
ATL,ORD,12:00,AFR
ORD,DFW,16:50,DLH
SIN,DXB,21:45,AEE
FRA,JFK,03:00,AZA
LHR,LAX,18:15,AFR
SIN,NRT,18:50,RYR
SIN,DFW,13:50,MAS
DXB,AMS,04:15,DLH
CDG,AMS,05:20,AAL
JFK,ORD,08:55,FIN
PVG,PEK,05:10,AFR
FCO,PVG,06:00,DLH
ORD,DXB,16:05,LOT
CPT,PVG,12:20,AFR
FCO,DXB,04:25,AFL
PEK,PVG,04:35,AFL
CDG,JFK,16:00,BAW
SIN,HND,14:35,AFL
FRA,JFK,17:40,UAL
LHR,MAD,04:50,RYR
NRT,PVG,23:00,AFR
LAX,JFK,20:15,MAS
AMS,CDG,22:05,RYR
SIN,ORD,17:40,AAL
CPT,CDG,16:10,DLH
FCO,DFW,06:35,SWR
ORD,ATL,00:05,KLM
LHR,PEK,09:50,FIN
NRT,MXP,08:55,WZZ
DFW,DXB,22:55,RYR
DXB,CDG,03:35,MAS
NRT,ATL,07:25,MAS
AMS,LHR,22:55,UAL
AMS,HND,03:55,BAW
ORD,DXB,10:55,AFR
MAD,FRA,16:25,KLM
HND,MAD,03:00,LOT
DFW,CDG,16:45,AFL
SIN,DFW,22:05,KLM
FCO,JFK,17:40,FIN
DFW,JFK,18:10,AEE
PVG,DFW,07:45,AAL
AMS,FRA,12:20,IBE
LAX,SIN,21:30,BAW
ZRH,PVG,01:20,AAL
FCO,PEK,20:30,KLM
SIN,FRA,22:40,SWR
MXP,LHR,03:15,BAW
FRA,JFK,18:05,SWR
MAD,PVG,13:40,DLH
HND,PEK,23:55,DLH
MAD,HND,21:55,KLM
AMS,LAX,03:00,FIN
MXP,PEK,05:15,LOT
MXP,LAX,11:15,LOT
PVG,ORD,23:05,WZZ
JFK,FRA,10:45,RYR
PVG,CPT,05:40,MAS
NRT,PEK,05:40,AFR
CPT,MXP,03:55,ANA
ATL,LHR,02:05,DLH
ORD,MAD,16:55,RYR
MXP,DFW,23:35,MAS
MAD,HND,01:25,UAL
NRT,MXP,09:45,MAS
LAX,ATL,02:35,IBE
MXP,CDG,15:15,KLM
ORD,SIN,03:15,IBE
PEK,MAD,19:30,DLH
NRT,HND,01:45,AZA
CDG,ZRH,01:15,UAL
MXP,LAX,10:55,DLH
NRT,FCO,07:10,AZA
FRA,ATL,19:10,ANA
AMS,SIN,07:10,MAS
DFW,CDG,21:40,WZZ
DFW,FCO,13:40,AFL
JFK,SIN,02:55,ANA
MAD,FRA,18:55,UAL
CDG,LAX,01:55,AFL
MXP,SIN,20:40,UAL
MXP,PVG,04:05,FIN
PEK,HND,05:35,AEE
DFW,JFK,16:40,AFR
MXP,NRT,11:35,FIN
PEK,CDG,00:45,KLM
DFW,HND,02:40,AAL
CPT,PEK,02:05,AFR
MAD,PEK,02:40,LOT
DFW,NRT,22:20,IBE
FRA,SIN,21:45,AFL
LAX,DXB,07:25,LOT
LHR,CPT,19:05,AEE
MXP,FRA,21:35,AZA
LAX,ATL,15:25,RYR
LHR,CDG,23:40,AEE
ATL,LAX,15:10,WZZ
ZRH,ORD,18:40,AEE
CPT,SIN,14:20,ANA
ATL,LHR,11:10,AAL
LHR,ZRH,23:10,LOT
ATL,PVG,13:35,AZA
DFW,SIN,09:45,IBE
MXP,HND,03:50,LOT
SIN,MAD,01:00,IBE
FRA,ATL,09:10,LOT
CPT,CDG,23:45,WZZ
LHR,FCO,18:25,SWR
SIN,FRA,19:50,AFR
AMS,CPT,08:30,MAS
DFW,ORD,14:10,ANA
CPT,FRA,17:05,AFR
ORD,HND,15:05,AAL
LHR,LAX,20:15,KLM
HND,MAD,04:50,BAW
CDG,AMS,05:25,AFR
PVG,DFW,20:20,AFR
HND,ATL,18:55,IBE
ATL,CPT,22:20,MAS
ORD,CDG,16:20,AZA
CDG,NRT,22:40,WZZ
ORD,LAX,14:35,MAS
CPT,ZRH,22:55,DLH
AMS,DXB,18:15,IBE
CPT,ATL,21:00,AFL
AMS,NRT,01:50,SWR
ORD,HND,05:15,KLM
FCO,LHR,17:15,MAS
HND,CDG,23:45,SWR
CPT,HND,10:10,RYR
LHR,ORD,20:55,BAW
LHR,HND,17:55,AEE
ZRH,JFK,14:55,LOT
NRT,JFK,17:40,LOT
CDG,HND,13:50,RYR
AMS,ORD,21:50,AFL
DFW,ZRH,21:50,AZA
CDG,FCO,20:20,BAW
JFK,NRT,15:10,WZZ
ATL,NRT,07:50,UAL
LAX,JFK,16:15,UAL
AMS,ATL,10:40,UAL
LAX,ORD,07:00,AFR
ATL,NRT,13:30,RYR
SIN,JFK,17:35,UAL
NRT,PEK,04:10,AAL
CDG,MAD,14:00,IBE
HND,CPT,01:35,WZZ
PEK,MAD,04:10,BAW
MXP,FCO,07:30,AFL
JFK,FRA,04:55,RYR
PVG,ZRH,06:10,UAL
DFW,AMS,23:45,AZA
HND,AMS,13:10,WZZ
ATL,HND,21:30,DLH
LHR,ATL,21:55,AFR
JFK,LAX,16:40,ANA
NRT,LHR,21:45,MAS
MXP,MAD,22:00,BAW
NRT,PVG,14:40,ANA
JFK,SIN,12:50,BAW
JFK,HND,01:35,MAS
FRA,ATL,15:50,ANA
FCO,FRA,12:30,BAW
ZRH,DFW,20:10,DLH
DXB,CDG,11:55,MAS
LHR,DFW,17:00,AFL
AMS,JFK,19:10,AEE
ZRH,MXP,19:55,WZZ
HND,FCO,05:40,UAL
MXP,PVG,02:20,BAW
LHR,ORD,12:55,AEE
SIN,NRT,16:00,AAL
CPT,ZRH,02:45,RYR
LHR,JFK,12:05,FIN
DXB,LHR,09:05,AFL
DXB,CDG,10:15,AAL
AMS,LAX,11:10,WZZ
AMS,LAX,22:35,AZA
FCO,LAX,02:55,BAW
FRA,LHR,15:15,AFR
PEK,MAD,20:00,AAL
CDG,PVG,05:05,AZA
MXP,AMS,20:50,IBE
MAD,DFW,22:35,ANA
MXP,HND,07:35,IBE
HND,ATL,14:55,LOT
DXB,MXP,02:50,AZA
PEK,HND,14:40,AFL
LHR,MXP,01:55,MAS
CDG,ORD,19:30,AEE
ZRH,PEK,14:05,WZZ
DFW,CPT,16:25,AFL
SIN,MAD,23:25,AFR
ZRH,HND,09:35,AZA
DFW,MXP,13:20,WZZ
PVG,ATL,21:35,UAL
PVG,FRA,07:25,SWR
ATL,HND,05:25,AZA
FRA,ATL,13:05,SWR
LHR,DXB,07:50,SWR
DXB,CDG,06:10,UAL
LAX,CDG,17:55,DLH
FRA,AMS,13:10,IBE
NRT,CPT,18:50,UAL
LAX,CDG,05:55,ANA
DXB,ORD,14:05,RYR
CPT,HND,04:45,WZZ
ZRH,LAX,19:55,RYR
HND,ORD,20:30,AEE
ZRH,PVG,07:50,AFL
